2025-01-19 07:22:48,746 - main - CRITICAL - [main.py:39] - Missing required environment variable: COMMENTS_API_KEY
2025-01-19 07:23:34,474 - astrapy.database - INFO - [database.py:1022] - findCollections
2025-01-19 07:23:35,245 - httpx - INFO - [_client.py:1038] - HTTP Request: POST https://76def820-552c-4b62-a2de-db7646bb920a-us-east1.apps.astra.datastax.com/api/json/v1/default_keyspace "HTTP/1.1 200 OK"
2025-01-19 07:23:35,246 - astrapy.database - INFO - [database.py:1034] - finished findCollections
2025-01-19 07:23:35,246 - main - INFO - [main.py:56] - Successfully initialized Gemini and Firecrawl
2025-01-19 07:23:35,250 - main - INFO - [main.py:141] - Successfully initialized all Gemini models
2025-01-19 07:25:16,543 - main - INFO - [main.py:461] - Starting competitor analysis
2025-01-19 07:25:21,414 - main - INFO - [main.py:466] - Successfully scraped website data
2025-01-19 07:25:32,273 - main - INFO - [main.py:474] - Completed website analysis
2025-01-19 07:25:33,152 - main - INFO - [main.py:484] - Generated 3 search queries
2025-01-19 07:25:33,221 - main - INFO - [main.py:507] - Completed search 1/3: customizable phone skins
2025-01-19 07:25:33,266 - main - INFO - [main.py:507] - Completed search 2/3: laptop vinyl wraps
2025-01-19 07:25:34,327 - main - INFO - [main.py:507] - Completed search 3/3: 3M device skins
2025-01-19 07:25:34,328 - main - INFO - [main.py:525] - Processed 3 search results
2025-01-19 07:25:36,991 - main - INFO - [main.py:537] - Identified 3 top competitors
2025-01-19 08:01:25,037 - __main__ - CRITICAL - [main.py:79] - Missing required environment variable: GEMINI_API_KEY
2025-01-19 08:01:33,804 - __main__ - CRITICAL - [main.py:79] - Missing required environment variable: GEMINI_KEY
2025-01-19 08:01:42,580 - astrapy.database - INFO - [database.py:1022] - findCollections
2025-01-19 08:01:43,368 - httpx - INFO - [_client.py:1038] - HTTP Request: POST https://76def820-552c-4b62-a2de-db7646bb920a-us-east1.apps.astra.datastax.com/api/json/v1/default_keyspace "HTTP/1.1 200 OK"
2025-01-19 08:01:43,369 - astrapy.database - INFO - [database.py:1034] - finished findCollections
2025-01-19 08:01:43,370 - __main__ - INFO - [main.py:97] - Successfully initialized Gemini and Firecrawl
2025-01-19 08:01:43,373 - __main__ - INFO - [main.py:184] - Successfully initialized all Gemini models
2025-01-19 08:02:10,860 - astrapy.database - INFO - [database.py:1022] - findCollections
2025-01-19 08:02:11,676 - httpx - INFO - [_client.py:1038] - HTTP Request: POST https://76def820-552c-4b62-a2de-db7646bb920a-us-east1.apps.astra.datastax.com/api/json/v1/default_keyspace "HTTP/1.1 200 OK"
2025-01-19 08:02:11,678 - astrapy.database - INFO - [database.py:1034] - finished findCollections
2025-01-19 08:02:11,679 - __main__ - INFO - [main.py:97] - Successfully initialized Gemini and Firecrawl
2025-01-19 08:02:11,683 - __main__ - INFO - [main.py:184] - Successfully initialized all Gemini models
2025-01-19 08:02:30,722 - astrapy.database - INFO - [database.py:1022] - findCollections
2025-01-19 08:02:31,485 - httpx - INFO - [_client.py:1038] - HTTP Request: POST https://76def820-552c-4b62-a2de-db7646bb920a-us-east1.apps.astra.datastax.com/api/json/v1/default_keyspace "HTTP/1.1 200 OK"
2025-01-19 08:02:31,486 - astrapy.database - INFO - [database.py:1034] - finished findCollections
2025-01-19 08:02:31,486 - __main__ - INFO - [main.py:97] - Successfully initialized Gemini and Firecrawl
2025-01-19 08:02:31,489 - __main__ - INFO - [main.py:184] - Successfully initialized all Gemini models
2025-01-19 08:02:34,103 - astrapy.database - INFO - [database.py:1022] - findCollections
2025-01-19 08:02:34,862 - httpx - INFO - [_client.py:1038] - HTTP Request: POST https://76def820-552c-4b62-a2de-db7646bb920a-us-east1.apps.astra.datastax.com/api/json/v1/default_keyspace "HTTP/1.1 200 OK"
2025-01-19 08:02:34,863 - astrapy.database - INFO - [database.py:1034] - finished findCollections
2025-01-19 08:02:34,865 - __main__ - INFO - [main.py:97] - Successfully initialized Gemini and Firecrawl
2025-01-19 08:02:34,868 - __main__ - INFO - [main.py:184] - Successfully initialized all Gemini models
2025-01-19 08:02:57,780 - astrapy.database - INFO - [database.py:1022] - findCollections
2025-01-19 08:02:58,598 - httpx - INFO - [_client.py:1038] - HTTP Request: POST https://76def820-552c-4b62-a2de-db7646bb920a-us-east1.apps.astra.datastax.com/api/json/v1/default_keyspace "HTTP/1.1 200 OK"
2025-01-19 08:02:58,599 - astrapy.database - INFO - [database.py:1034] - finished findCollections
2025-01-19 08:02:58,599 - __main__ - INFO - [main.py:97] - Successfully initialized Gemini and Firecrawl
2025-01-19 08:02:58,601 - __main__ - INFO - [main.py:184] - Successfully initialized all Gemini models
2025-01-19 08:03:22,059 - astrapy.database - INFO - [database.py:1022] - findCollections
2025-01-19 08:03:22,964 - httpx - INFO - [_client.py:1038] - HTTP Request: POST https://76def820-552c-4b62-a2de-db7646bb920a-us-east1.apps.astra.datastax.com/api/json/v1/default_keyspace "HTTP/1.1 200 OK"
2025-01-19 08:03:22,966 - astrapy.database - INFO - [database.py:1034] - finished findCollections
2025-01-19 08:03:22,967 - __main__ - INFO - [main.py:97] - Successfully initialized Gemini and Firecrawl
2025-01-19 08:03:22,971 - __main__ - INFO - [main.py:184] - Successfully initialized all Gemini models
2025-01-19 08:04:27,348 - astrapy.database - INFO - [database.py:1022] - findCollections
2025-01-19 08:04:28,139 - httpx - INFO - [_client.py:1038] - HTTP Request: POST https://76def820-552c-4b62-a2de-db7646bb920a-us-east1.apps.astra.datastax.com/api/json/v1/default_keyspace "HTTP/1.1 200 OK"
2025-01-19 08:04:28,141 - astrapy.database - INFO - [database.py:1034] - finished findCollections
2025-01-19 08:04:28,142 - __main__ - INFO - [main.py:97] - Successfully initialized Gemini and Firecrawl
2025-01-19 08:04:28,145 - __main__ - INFO - [main.py:184] - Successfully initialized all Gemini models
2025-01-19 08:05:27,283 - astrapy.database - INFO - [database.py:1022] - findCollections
2025-01-19 08:05:28,021 - httpx - INFO - [_client.py:1038] - HTTP Request: POST https://76def820-552c-4b62-a2de-db7646bb920a-us-east1.apps.astra.datastax.com/api/json/v1/default_keyspace "HTTP/1.1 200 OK"
2025-01-19 08:05:28,022 - astrapy.database - INFO - [database.py:1034] - finished findCollections
2025-01-19 08:05:28,022 - __main__ - INFO - [main.py:97] - Successfully initialized Gemini and Firecrawl
2025-01-19 08:05:28,025 - __main__ - INFO - [main.py:184] - Successfully initialized all Gemini models
2025-01-19 08:05:54,097 - astrapy.database - INFO - [database.py:1022] - findCollections
2025-01-19 08:05:54,907 - httpx - INFO - [_client.py:1038] - HTTP Request: POST https://76def820-552c-4b62-a2de-db7646bb920a-us-east1.apps.astra.datastax.com/api/json/v1/default_keyspace "HTTP/1.1 200 OK"
2025-01-19 08:05:54,908 - astrapy.database - INFO - [database.py:1034] - finished findCollections
2025-01-19 08:05:54,910 - __main__ - INFO - [main.py:97] - Successfully initialized Gemini and Firecrawl
2025-01-19 08:05:54,914 - __main__ - INFO - [main.py:184] - Successfully initialized all Gemini models
2025-01-19 08:06:42,531 - astrapy.database - INFO - [database.py:1022] - findCollections
2025-01-19 08:06:43,395 - httpx - INFO - [_client.py:1038] - HTTP Request: POST https://76def820-552c-4b62-a2de-db7646bb920a-us-east1.apps.astra.datastax.com/api/json/v1/default_keyspace "HTTP/1.1 200 OK"
2025-01-19 08:06:43,397 - astrapy.database - INFO - [database.py:1034] - finished findCollections
2025-01-19 08:06:43,398 - __main__ - INFO - [main.py:97] - Successfully initialized Gemini and Firecrawl
2025-01-19 08:06:43,402 - __main__ - INFO - [main.py:184] - Successfully initialized all Gemini models
2025-01-19 08:07:20,258 - astrapy.database - INFO - [database.py:1022] - findCollections
2025-01-19 08:07:21,319 - httpx - INFO - [_client.py:1038] - HTTP Request: POST https://76def820-552c-4b62-a2de-db7646bb920a-us-east1.apps.astra.datastax.com/api/json/v1/default_keyspace "HTTP/1.1 200 OK"
2025-01-19 08:07:21,321 - astrapy.database - INFO - [database.py:1034] - finished findCollections
2025-01-19 08:07:21,323 - __main__ - INFO - [main.py:97] - Successfully initialized Gemini and Firecrawl
2025-01-19 08:07:21,327 - __main__ - INFO - [main.py:184] - Successfully initialized all Gemini models
2025-01-19 08:07:48,753 - astrapy.database - INFO - [database.py:1022] - findCollections
2025-01-19 08:07:50,146 - httpx - INFO - [_client.py:1038] - HTTP Request: POST https://76def820-552c-4b62-a2de-db7646bb920a-us-east1.apps.astra.datastax.com/api/json/v1/default_keyspace "HTTP/1.1 200 OK"
2025-01-19 08:07:50,148 - astrapy.database - INFO - [database.py:1034] - finished findCollections
2025-01-19 08:07:50,149 - __main__ - INFO - [main.py:97] - Successfully initialized Gemini and Firecrawl
2025-01-19 08:07:50,153 - __main__ - INFO - [main.py:184] - Successfully initialized all Gemini models
2025-01-19 08:08:16,270 - astrapy.database - INFO - [database.py:1022] - findCollections
2025-01-19 08:08:17,688 - httpx - INFO - [_client.py:1038] - HTTP Request: POST https://76def820-552c-4b62-a2de-db7646bb920a-us-east1.apps.astra.datastax.com/api/json/v1/default_keyspace "HTTP/1.1 200 OK"
2025-01-19 08:08:17,690 - astrapy.database - INFO - [database.py:1034] - finished findCollections
2025-01-19 08:08:17,691 - __main__ - INFO - [main.py:97] - Successfully initialized Gemini and Firecrawl
2025-01-19 08:08:17,694 - __main__ - INFO - [main.py:184] - Successfully initialized all Gemini models
2025-01-19 08:09:19,611 - astrapy.database - INFO - [database.py:1022] - findCollections
2025-01-19 08:09:20,489 - httpx - INFO - [_client.py:1038] - HTTP Request: POST https://76def820-552c-4b62-a2de-db7646bb920a-us-east1.apps.astra.datastax.com/api/json/v1/default_keyspace "HTTP/1.1 200 OK"
2025-01-19 08:09:20,491 - astrapy.database - INFO - [database.py:1034] - finished findCollections
2025-01-19 08:09:20,492 - __main__ - INFO - [main.py:97] - Successfully initialized Gemini and Firecrawl
2025-01-19 08:09:20,497 - __main__ - INFO - [main.py:184] - Successfully initialized all Gemini models
2025-01-19 08:09:52,992 - astrapy.database - INFO - [database.py:1022] - findCollections
